brand_name,brand_label,product_name,product_label,file,db_low_euc,db_low_cos,ap_low_euc,agg_low_euc,k_low_euc,db_vgg16_euc,db_vgg16_cos,ap_vgg16_euc,agg_vgg16_euc,k_vgg16_euc,db_vgg19_euc,db_vgg19_cos,ap_vgg19_euc,agg_vgg19_euc,k_vgg19_euc,db_resnet_euc,db_resnet_cos,ap_resnet_euc,agg_resnet_euc,k_resnet_euc,db_inception_euc,db_inception_cos,ap_inception_euc,agg_inception_euc,k_inception_euc
Christian Louboutin,0,lipstick,1,0_1_038.png,-1,0,8,5,3,-1,-1,5,9,2,-1,-1,2,1,4,-1,-1,6,3,8,-1,0,9,4,1
Christian Louboutin,0,lipstick,1,0_1_039.png,-1,0,1,2,5,-1,-1,2,9,2,-1,-1,2,1,4,-1,-1,2,3,8,-1,0,14,7,4
Christian Louboutin,0,lipstick,1,0_1_040.png,-1,0,5,3,3,-1,-1,5,9,2,-1,-1,21,1,4,-1,-1,7,4,5,-1,0,3,0,3
Christian Louboutin,0,lipstick,1,0_1_041.png,-1,0,1,2,5,-1,-1,5,9,2,-1,-1,2,1,4,-1,-1,2,3,8,-1,0,0,9,0
Christian Louboutin,0,lipstick,1,0_1_042.png,-1,0,1,2,5,-1,-1,2,9,2,-1,-1,2,1,4,-1,-1,3,4,3,-1,0,4,3,8
Christian Louboutin,0,lipstick,1,0_1_043.png,-1,0,7,5,6,-1,-1,5,9,2,-1,-1,21,1,4,-1,-1,3,4,3,-1,0,3,0,3
Christian Louboutin,0,lipstick,1,0_1_044.png,-1,0,10,7,7,-1,-1,5,4,2,-1,-1,3,1,4,-1,-1,1,3,8,-1,0,0,9,0
Chanel,1,lipstick,1,1_1_001.png,0,0,0,7,1,-1,0,6,8,4,-1,0,5,9,6,-1,0,9,7,6,-1,0,6,1,5
Chanel,1,lipstick,1,1_1_002.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,8,1,2,-1,0,14,7,4
Chanel,1,lipstick,1,1_1_003.png,0,0,0,7,1,-1,0,6,8,4,-1,0,5,9,6,-1,0,9,7,1,-1,0,6,1,5
Chanel,1,lipstick,1,1_1_004.png,0,0,0,7,1,-1,0,6,3,4,-1,0,5,9,6,-1,0,10,7,1,-1,0,6,1,7
Chanel,1,lipstick,1,1_1_005.png,0,0,0,7,1,-1,0,13,1,5,-1,0,14,0,0,-1,0,19,1,2,-1,0,6,1,7
Chanel,1,lipstick,1,1_1_006.png,0,0,0,7,1,-1,0,6,3,4,-1,0,12,3,1,-1,0,10,7,6,-1,0,6,1,7
Chanel,1,lipstick,1,1_1_007.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,8,1,2,-1,0,14,7,4
Chanel,1,lipstick,1,1_1_008.png,0,0,10,7,1,-1,0,7,1,3,-1,-1,12,4,1,-1,0,9,7,1,-1,0,10,5,3
Chanel,1,lipstick,1,1_1_009.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,10,7,6,-1,0,14,7,4
Chanel,1,lipstick,1,1_1_010.png,0,0,0,7,1,-1,0,16,3,5,-1,0,12,3,1,-1,0,10,7,1,-1,0,14,7,4
Chanel,1,lipstick,1,1_1_011.png,0,0,0,7,1,-1,0,16,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,5,1,7
Chanel,1,lipstick,1,1_1_012.png,0,0,10,7,1,-1,0,6,3,1,-1,0,12,4,1,-1,0,10,8,4,-1,0,5,1,9
Chanel,1,lipstick,1,1_1_013.png,0,0,0,7,1,-1,0,6,3,1,-1,0,12,3,8,-1,0,10,7,6,-1,0,12,1,5
Chanel,1,lipstick,1,1_1_014.png,0,0,0,7,1,-1,0,6,3,4,-1,0,12,3,1,-1,0,10,7,6,-1,0,6,1,7
Chanel,1,lipstick,1,1_1_015.png,-1,0,10,7,7,-1,0,6,8,4,-1,0,5,9,6,-1,0,9,5,0,-1,0,13,2,2
Chanel,1,lipstick,1,1_1_016.png,0,0,0,7,1,-1,-1,0,4,2,-1,-1,14,6,4,-1,0,24,1,2,-1,0,0,1,0
Chanel,1,lipstick,1,1_1_017.png,0,0,0,7,1,-1,-1,0,4,3,-1,-1,14,0,0,-1,0,24,1,2,-1,0,19,5,9
Chanel,1,lipstick,1,1_1_018.png,-1,0,5,3,3,-1,-1,13,0,2,-1,-1,22,6,3,-1,-1,19,8,4,-1,0,1,0,3
Chanel,1,lipstick,1,1_1_019.png,-1,0,1,0,5,-1,0,13,3,5,-1,0,12,3,1,-1,0,10,7,6,-1,0,6,1,7
Chanel,1,lipstick,1,1_1_020.png,-1,0,0,5,1,-1,-1,13,6,3,-1,-1,14,6,0,-1,0,19,9,4,-1,0,9,4,1
Chanel,1,lipstick,1,1_1_021.png,-1,0,13,0,7,-1,0,6,3,3,-1,0,5,9,6,-1,0,9,7,1,-1,0,14,7,4
Chanel,1,lipstick,1,1_1_022.png,-1,0,13,0,5,-1,0,13,1,3,-1,0,14,0,0,-1,0,19,1,6,-1,0,12,1,7
Chanel,1,lipstick,1,1_1_023.png,-1,0,10,7,1,-1,0,6,3,1,-1,0,5,3,8,-1,0,19,0,6,-1,0,19,5,9
Chanel,1,lipstick,1,1_1_024.png,-1,0,10,7,1,-1,-1,22,3,5,-1,-1,12,3,8,-1,0,19,0,6,-1,0,18,2,5
Chanel,1,lipstick,1,1_1_025.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,8,1,2,-1,0,14,7,4
Chanel,1,lipstick,1,1_1_026.png,-1,0,7,5,6,-1,0,6,6,9,-1,0,16,0,9,-1,0,31,5,0,-1,0,9,4,1
Chanel,1,lipstick,1,1_1_027.png,-1,0,10,1,7,-1,-1,8,4,2,-1,-1,22,6,3,-1,-1,11,2,7,-1,0,7,8,2
Chanel,1,lipstick,1,1_1_028.png,-1,0,6,8,2,-1,-1,5,9,2,-1,-1,21,6,4,-1,-1,14,4,5,-1,0,10,3,6
Chanel,1,lipstick,1,1_1_029.png,-1,0,15,8,2,-1,-1,21,6,9,-1,-1,22,0,3,-1,-1,28,9,7,-1,0,4,3,8
Chanel,1,lipstick,1,1_1_030.png,-1,0,3,0,8,-1,-1,2,4,2,-1,-1,14,6,4,-1,0,0,8,2,-1,0,14,7,4
Dolce & Gabbana,2,lipstick,1,2_1_001.png,1,0,4,0,7,-1,0,6,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,14,7,4
Dolce & Gabbana,2,lipstick,1,2_1_002.png,1,0,4,0,7,-1,0,13,1,5,-1,0,14,0,0,-1,0,8,1,2,-1,0,14,7,4
Dolce & Gabbana,2,lipstick,1,2_1_003.png,1,0,4,0,7,-1,0,6,3,4,-1,0,5,0,0,-1,0,9,7,1,-1,0,6,1,7
Dolce & Gabbana,2,lipstick,1,2_1_004.png,1,0,4,0,7,-1,0,20,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,14,7,4
Dolce & Gabbana,2,lipstick,1,2_1_005.png,1,0,4,0,7,-1,0,6,3,4,-1,0,5,3,1,-1,0,9,7,6,-1,0,0,9,0
Dolce & Gabbana,2,lipstick,1,2_1_006.png,0,0,0,7,1,-1,0,13,1,5,-1,0,12,0,1,-1,0,24,1,2,-1,0,14,7,4
Dolce & Gabbana,2,lipstick,1,2_1_007.png,-1,0,14,9,4,-1,-1,13,0,5,-1,-1,21,6,3,-1,0,14,4,7,-1,0,1,0,3
Dolce & Gabbana,2,lipstick,1,2_1_008.png,-1,0,1,2,5,-1,-1,11,0,5,-1,-1,5,4,7,-1,-1,18,4,4,-1,0,19,5,9
Dolce & Gabbana,2,lipstick,1,2_1_009.png,-1,0,5,3,3,-1,0,6,8,4,-1,0,5,2,2,-1,0,16,5,9,-1,0,10,3,8
Dolce & Gabbana,2,lipstick,1,2_1_010.png,-1,0,6,8,2,-1,-1,21,6,9,-1,0,16,2,9,-1,0,31,5,0,-1,0,8,2,2
Dolce & Gabbana,2,lipstick,1,2_1_011.png,-1,0,6,8,2,-1,-1,7,2,6,-1,0,6,2,5,-1,0,16,5,9,-1,0,9,4,1
Dolce & Gabbana,2,lipstick,1,2_1_012.png,-1,0,8,5,3,-1,-1,22,0,5,-1,-1,6,2,5,-1,0,16,5,5,-1,0,13,0,6
Dolce & Gabbana,2,lipstick,1,2_1_013.png,-1,0,5,3,3,-1,-1,11,0,5,-1,-1,10,6,7,-1,-1,14,4,5,-1,0,17,0,6
Dolce & Gabbana,2,lipstick,1,2_1_014.png,-1,0,7,5,6,-1,0,9,2,6,-1,0,8,2,5,-1,0,16,5,9,-1,0,3,0,3
Dolce & Gabbana,2,lipstick,1,2_1_015.png,-1,0,7,5,6,-1,-1,10,0,2,-1,-1,10,6,7,-1,-1,12,4,3,-1,0,3,0,6
Dolce & Gabbana,2,lipstick,1,2_1_016.png,-1,0,7,5,6,-1,-1,10,0,2,-1,-1,10,6,7,-1,-1,12,4,3,-1,0,3,0,6
Dolce & Gabbana,2,lipstick,1,2_1_017.png,-1,0,8,5,3,-1,-1,12,0,5,-1,-1,10,5,7,-1,-1,15,6,3,-1,0,9,4,1
Dolce & Gabbana,2,lipstick,1,2_1_018.png,-1,0,14,0,4,-1,-1,21,0,8,-1,-1,7,2,7,-1,-1,14,4,3,-1,0,4,3,8
Dolce & Gabbana,2,lipstick,1,2_1_019.png,-1,0,15,5,9,-1,-1,21,0,5,-1,-1,10,6,7,-1,-1,13,6,3,-1,0,9,4,1
Dolce & Gabbana,2,lipstick,1,2_1_020.png,-1,0,8,5,3,-1,0,7,2,6,-1,0,8,2,5,-1,0,16,5,9,-1,0,17,0,6
Dolce & Gabbana,2,lipstick,1,2_1_021.png,-1,0,3,0,8,-1,-1,6,0,3,-1,-1,5,4,6,-1,0,18,8,4,-1,0,15,5,9
Dolce & Gabbana,2,lipstick,1,2_1_022.png,-1,0,4,0,7,-1,-1,13,0,3,-1,-1,9,4,6,-1,0,9,8,1,-1,0,10,3,9
Dolce & Gabbana,2,lipstick,1,2_1_023.png,-1,0,7,5,6,-1,-1,10,0,2,-1,-1,10,6,7,-1,-1,12,4,3,-1,0,3,0,6
Dolce & Gabbana,2,lipstick,1,2_1_024.png,-1,0,14,9,4,-1,-1,0,4,2,-1,-1,14,6,4,-1,-1,24,1,7,-1,0,3,0,3
Dolce & Gabbana,2,lipstick,1,2_1_025.png,-1,0,12,5,3,-1,-1,11,0,2,-1,-1,10,6,7,-1,-1,14,4,5,-1,0,9,4,1
Dolce & Gabbana,2,lipstick,1,2_1_026.png,-1,0,15,8,9,-1,-1,21,9,5,-1,-1,12,0,3,-1,-1,19,0,6,-1,0,9,4,1
Dolce & Gabbana,2,lipstick,1,2_1_027.png,-1,0,13,0,7,-1,-1,13,0,2,-1,-1,10,5,7,-1,-1,14,4,3,-1,0,10,5,9
Dolce & Gabbana,2,lipstick,1,2_1_028.png,-1,0,7,5,6,-1,-1,10,0,2,-1,-1,10,6,7,-1,-1,13,6,3,-1,0,3,4,1
Dolce & Gabbana,2,lipstick,1,2_1_029.png,-1,0,8,5,3,-1,-1,13,0,5,-1,-1,10,6,7,-1,0,16,4,5,-1,0,3,0,6
Dolce & Gabbana,2,lipstick,1,2_1_030.png,-1,0,5,3,3,-1,-1,13,0,5,-1,-1,5,4,7,-1,-1,27,8,4,-1,0,3,0,6
Dolce & Gabbana,2,lipstick,1,2_1_031.png,-1,0,14,0,7,-1,-1,22,0,5,-1,-1,22,0,3,-1,-1,14,4,7,-1,0,1,0,3
Dolce & Gabbana,2,lipstick,1,2_1_032.png,-1,0,7,5,6,-1,-1,11,0,5,-1,-1,10,6,7,-1,-1,13,6,3,-1,0,17,0,6
Dolce & Gabbana,2,lipstick,1,2_1_033.png,-1,0,8,5,6,-1,-1,12,0,5,-1,-1,10,5,7,-1,-1,15,6,3,-1,0,3,0,6
Dolce & Gabbana,2,lipstick,1,2_1_034.png,-1,0,8,5,3,-1,-1,13,0,5,-1,-1,22,6,3,-1,-1,28,4,4,-1,0,10,0,6
Dolce & Gabbana,2,lipstick,1,2_1_035.png,-1,0,5,3,6,-1,-1,12,0,2,-1,-1,10,5,7,-1,-1,14,4,3,-1,0,10,5,9
Dolce & Gabbana,2,lipstick,1,2_1_036.png,-1,0,8,5,6,-1,-1,12,0,2,-1,-1,10,5,7,-1,-1,15,6,3,-1,0,3,0,6
Dolce & Gabbana,2,lipstick,1,2_1_037.png,0,0,0,7,1,-1,0,20,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,14,7,4
Dolce & Gabbana,2,lipstick,1,2_1_038.png,-1,0,1,2,5,-1,0,7,2,6,-1,0,5,2,5,-1,0,16,5,9,-1,0,4,3,8
Gucci,3,lipstick,1,3_1_001.png,-1,0,9,2,0,-1,0,6,8,4,-1,0,5,9,6,-1,0,9,7,1,-1,0,16,1,5
Gucci,3,lipstick,1,3_1_002.png,-1,0,9,2,0,-1,0,22,1,5,-1,0,14,0,0,-1,0,25,1,6,-1,0,6,1,7
Gucci,3,lipstick,1,3_1_003.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,19,1,6,-1,0,11,6,2
Gucci,3,lipstick,1,3_1_004.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,19,1,6,-1,0,11,6,2
Gucci,3,lipstick,1,3_1_005.png,0,0,10,7,1,-1,0,16,8,4,-1,0,5,9,6,-1,0,9,7,1,-1,0,5,1,7
Gucci,3,lipstick,1,3_1_006.png,0,0,0,7,1,-1,0,21,3,5,-1,0,12,0,1,-1,0,19,1,6,-1,0,12,1,5
Gucci,3,lipstick,1,3_1_007.png,-1,0,9,2,0,-1,0,13,1,3,-1,0,14,0,0,-1,0,19,1,6,-1,0,12,2,5
Gucci,3,lipstick,1,3_1_008.png,-1,0,10,7,7,-1,-1,14,7,8,-1,-1,11,2,6,-1,-1,17,2,1,-1,0,13,2,6
Gucci,3,lipstick,1,3_1_009.png,0,0,0,7,1,-1,0,16,8,4,-1,0,18,9,6,-1,0,10,7,1,-1,0,6,1,7
Gucci,3,lipstick,1,3_1_010.png,0,0,10,7,1,-1,0,20,8,4,-1,0,5,9,6,-1,0,9,7,1,-1,0,4,5,8
Gucci,3,lipstick,1,3_1_011.png,-1,0,9,2,0,-1,-1,13,3,3,-1,-1,13,4,1,-1,0,18,8,4,-1,0,10,0,0
Christian Dior,4,lipstick,1,4_1_001.png,-1,0,13,0,7,-1,-1,15,1,3,-1,0,12,0,1,-1,0,18,9,4,-1,0,19,9,0
Christian Dior,4,lipstick,1,4_1_002.png,0,0,0,7,1,-1,0,15,1,5,-1,0,12,0,1,-1,0,24,1,2,-1,0,14,7,4
Christian Dior,4,lipstick,1,4_1_003.png,0,0,0,7,1,-1,0,16,8,4,-1,0,5,4,1,-1,0,10,7,1,-1,0,0,9,0
Christian Dior,4,lipstick,1,4_1_004.png,0,0,0,7,1,-1,0,16,8,4,-1,0,5,9,6,-1,0,10,7,6,-1,0,6,1,7
Christian Dior,4,lipstick,1,4_1_005.png,0,0,0,7,1,-1,0,15,1,5,-1,0,12,0,1,-1,0,19,1,6,-1,0,14,7,4
Christian Dior,4,lipstick,1,4_1_006.png,0,0,0,7,1,-1,0,15,1,3,-1,0,13,0,1,-1,0,24,1,2,-1,0,14,7,4
Christian Dior,4,lipstick,1,4_1_007.png,0,0,0,7,1,-1,0,15,1,5,-1,0,12,0,1,-1,0,19,1,6,-1,0,0,9,0
Christian Dior,4,lipstick,1,4_1_008.png,0,0,0,7,1,-1,0,15,1,5,-1,0,13,0,1,-1,0,24,1,2,-1,0,14,7,4
Christian Dior,4,lipstick,1,4_1_009.png,0,0,0,7,1,-1,0,15,1,3,-1,0,13,0,1,-1,0,24,1,2,-1,0,14,7,4
Christian Dior,4,lipstick,1,4_1_010.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,8,1,2,-1,0,6,7,7
Christian Dior,4,lipstick,1,4_1_011.png,0,0,0,7,1,-1,0,16,8,4,-1,0,5,9,6,-1,0,10,7,6,-1,0,6,1,7
Christian Dior,4,lipstick,1,4_1_012.png,-1,0,0,7,1,-1,0,17,5,7,-1,0,5,8,2,-1,0,9,7,1,-1,0,16,5,9
Christian Dior,4,lipstick,1,4_1_013.png,-1,0,5,3,2,-1,-1,15,2,9,-1,-1,13,0,5,-1,0,16,5,9,-1,0,4,5,8
Christian Dior,4,lipstick,1,4_1_014.png,-1,0,6,6,2,-1,0,9,2,6,-1,0,8,8,5,-1,0,22,5,9,-1,0,17,0,6
Christian Dior,4,lipstick,1,4_1_015.png,-1,0,13,0,7,-1,-1,13,0,5,-1,-1,12,4,7,-1,-1,28,8,4,-1,0,15,5,9
Christian Dior,4,lipstick,1,4_1_016.png,-1,0,3,0,8,-1,-1,18,4,2,-1,-1,2,6,4,-1,-1,24,1,2,-1,0,4,3,8
Christian Dior,4,lipstick,1,4_1_017.png,-1,0,11,6,6,-1,-1,11,0,5,-1,-1,14,6,3,-1,-1,20,9,5,-1,0,9,4,1
Christian Dior,4,lipstick,1,4_1_018.png,-1,0,11,6,6,-1,-1,22,0,5,-1,-1,14,6,3,-1,-1,20,9,4,-1,0,9,4,1
Christian Dior,4,lipstick,1,4_1_019.png,-1,0,13,0,6,-1,-1,11,0,0,-1,-1,14,6,3,-1,-1,14,4,5,-1,0,10,5,9
Christian Dior,4,lipstick,1,4_1_020.png,-1,0,1,4,5,-1,-1,15,6,9,-1,-1,16,0,9,-1,-1,18,9,4,-1,0,0,9,0
Christian Dior,4,lipstick,1,4_1_021.png,-1,0,13,4,6,-1,-1,22,6,9,-1,-1,16,0,9,-1,-1,18,9,7,-1,0,19,5,9
Christian Dior,4,lipstick,1,4_1_022.png,-1,0,13,0,7,-1,0,6,3,4,-1,-1,12,3,1,-1,0,19,0,6,-1,0,15,5,9
Christian Dior,4,lipstick,1,4_1_023.png,-1,0,3,0,8,-1,0,6,3,5,-1,0,12,3,8,-1,0,19,0,6,-1,0,12,2,5
Christian Dior,4,lipstick,1,4_1_024.png,-1,0,0,7,7,-1,-1,18,4,2,-1,-1,22,6,3,-1,-1,24,1,2,-1,0,17,0,6
Christian Dior,4,lipstick,1,4_1_025.png,-1,0,6,8,2,-1,-1,7,6,9,-1,-1,22,0,9,-1,-1,21,0,0,-1,0,9,4,1
Christian Dior,4,lipstick,1,4_1_026.png,-1,0,6,8,2,-1,0,6,3,1,-1,0,12,3,8,-1,0,19,0,4,-1,0,13,2,5
Christian Dior,4,lipstick,1,4_1_027.png,-1,0,5,3,3,-1,0,7,2,6,-1,-1,6,2,5,-1,0,16,5,9,-1,0,4,3,8
Christian Dior,4,lipstick,1,4_1_028.png,-1,0,6,1,2,-1,0,7,2,6,-1,-1,5,2,5,-1,0,22,5,9,-1,0,9,4,1
Christian Dior,4,lipstick,1,4_1_029.png,-1,0,11,6,6,-1,-1,11,0,2,-1,-1,21,6,3,-1,-1,27,4,7,-1,0,3,0,3
Christian Dior,4,lipstick,1,4_1_030.png,-1,0,6,8,2,-1,0,17,5,7,-1,0,15,8,2,-1,0,22,5,9,-1,0,3,0,6
Christian Dior,4,lipstick,1,4_1_031.png,-1,0,6,8,2,-1,0,7,2,6,-1,0,6,2,5,-1,0,22,5,9,-1,0,13,0,6
Christian Dior,4,lipstick,1,4_1_032.png,-1,0,11,6,6,-1,-1,21,6,9,-1,-1,12,0,9,-1,-1,27,4,4,-1,0,10,5,9
Christian Dior,4,lipstick,1,4_1_033.png,-1,0,8,5,3,-1,-1,15,6,9,-1,-1,22,0,9,-1,-1,1,9,5,-1,0,17,4,6
Christian Dior,4,lipstick,1,4_1_034.png,-1,0,12,1,9,-1,-1,5,9,2,-1,-1,21,6,4,-1,-1,23,3,5,-1,0,9,4,1
Christian Dior,4,lipstick,1,4_1_035.png,-1,0,13,0,7,-1,-1,18,4,3,-1,-1,13,6,0,-1,-1,24,1,2,-1,0,0,1,0
Christian Dior,4,lipstick,1,4_1_036.png,-1,0,6,8,2,-1,0,7,2,6,-1,0,6,0,5,-1,0,22,5,9,-1,0,2,4,1
Christian Dior,4,lipstick,1,4_1_037.png,-1,0,1,2,5,-1,0,7,2,6,-1,0,5,2,2,-1,0,18,5,4,-1,0,1,0,3
Christian Dior,4,lipstick,1,4_1_038.png,-1,0,5,3,3,-1,-1,7,2,6,-1,0,13,2,5,-1,0,22,5,9,-1,0,17,0,6
Christian Dior,4,lipstick,1,4_1_039.png,-1,0,1,4,5,-1,-1,13,4,3,-1,-1,13,0,0,-1,-1,24,1,7,-1,0,15,5,9
Christian Dior,4,lipstick,1,4_1_040.png,-1,0,13,4,6,-1,0,7,2,9,-1,-1,12,0,5,-1,0,9,5,0,-1,0,1,0,3
Christian Dior,4,lipstick,1,4_1_041.png,-1,0,5,3,3,-1,-1,7,2,6,-1,0,8,2,5,-1,-1,22,5,9,-1,0,10,0,8
Christian Dior,4,lipstick,1,4_1_042.png,-1,0,13,0,7,-1,-1,7,1,3,-1,0,13,0,0,-1,0,18,9,4,-1,0,1,0,3
Christian Dior,4,lipstick,1,4_1_043.png,-1,0,13,0,7,-1,-1,22,3,5,-1,-1,12,6,1,-1,0,10,7,1,-1,0,16,1,0
Christian Dior,4,lipstick,1,4_1_044.png,-1,0,12,1,9,-1,-1,5,0,2,-1,-1,21,6,3,-1,-1,24,2,7,-1,0,2,4,1
Christian Dior,4,lipstick,1,4_1_045.png,-1,0,14,9,4,-1,-1,13,1,3,-1,-1,14,4,9,-1,0,18,8,4,-1,0,16,5,0
Christian Dior,4,lipstick,1,4_1_046.png,-1,0,11,6,6,-1,-1,15,0,2,-1,-1,21,6,7,-1,-1,19,3,7,-1,0,1,0,3
Christian Dior,4,lipstick,1,4_1_047.png,-1,0,14,9,4,-1,-1,15,1,3,-1,-1,13,0,9,-1,-1,18,8,4,-1,0,0,9,0
Christian Dior,4,lipstick,1,4_1_048.png,-1,0,6,8,2,-1,0,15,6,9,-1,0,16,0,9,-1,-1,31,9,0,-1,0,9,4,1
Christian Dior,4,lipstick,1,4_1_049.png,-1,0,13,0,7,-1,-1,11,0,2,-1,-1,22,6,7,-1,-1,24,1,7,-1,0,15,5,8
Christian Dior,4,lipstick,1,4_1_050.png,-1,0,13,0,7,-1,-1,15,6,9,-1,-1,16,0,9,-1,-1,19,1,7,-1,0,4,3,8
Christian Dior,4,lipstick,1,4_1_051.png,-1,0,11,6,6,-1,-1,15,6,9,-1,-1,16,0,9,-1,-1,31,9,0,-1,0,17,0,6
Christian Dior,4,lipstick,1,4_1_052.png,0,0,0,7,1,-1,0,21,3,4,-1,0,12,3,1,-1,0,24,1,6,-1,0,14,7,4
Christian Dior,4,lipstick,1,4_1_053.png,-1,0,13,0,7,-1,0,19,5,7,-1,0,17,8,6,-1,0,9,7,1,-1,0,4,3,8
Christian Dior,4,lipstick,1,4_1_054.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,24,1,2,-1,0,6,1,7
Christian Dior,4,lipstick,1,4_1_055.png,-1,0,1,2,5,-1,-1,2,9,2,-1,-1,2,6,4,-1,-1,23,3,8,-1,0,19,1,9
Christian Dior,4,lipstick,1,4_1_056.png,0,0,0,7,1,-1,-1,22,3,5,-1,-1,12,3,8,-1,0,10,7,6,-1,0,19,1,7
Yves Saint Laurent,6,lipstick,1,6_1_001.png,0,0,0,7,1,-1,0,21,3,1,-1,0,5,3,1,-1,0,10,7,6,-1,0,14,7,4
Yves Saint Laurent,6,lipstick,1,6_1_002.png,0,0,0,7,1,-1,0,22,1,5,-1,0,19,3,8,-1,0,25,0,2,-1,0,16,1,0
Yves Saint Laurent,6,lipstick,1,6_1_003.png,0,0,0,7,1,-1,0,21,3,4,-1,0,12,3,1,-1,0,10,7,6,-1,0,14,7,4
Yves Saint Laurent,6,lipstick,1,6_1_004.png,0,0,10,7,1,-1,0,20,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,0,9,0
Yves Saint Laurent,6,lipstick,1,6_1_005.png,0,0,10,7,1,-1,0,20,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,0,9,0
Yves Saint Laurent,6,lipstick,1,6_1_006.png,0,0,10,7,1,-1,0,6,3,1,-1,0,5,4,1,-1,0,26,1,6,-1,0,19,1,9
Yves Saint Laurent,6,lipstick,1,6_1_007.png,0,0,0,7,1,-1,0,21,3,5,-1,0,12,3,1,-1,0,24,1,2,-1,0,14,7,4
Yves Saint Laurent,6,lipstick,1,6_1_008.png,0,0,0,7,1,-1,0,13,3,4,-1,0,5,3,8,-1,0,19,0,6,-1,0,16,1,0
Yves Saint Laurent,6,lipstick,1,6_1_009.png,0,0,10,7,1,-1,0,22,1,5,-1,0,19,3,8,-1,0,25,0,6,-1,0,16,1,0
Yves Saint Laurent,6,lipstick,1,6_1_010.png,0,0,10,7,1,-1,0,20,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,19,1,9
Yves Saint Laurent,6,lipstick,1,6_1_011.png,0,0,0,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,24,1,2,-1,0,0,9,0
Yves Saint Laurent,6,lipstick,1,6_1_012.png,0,0,0,7,1,-1,0,13,1,3,-1,0,5,0,0,-1,0,8,1,2,-1,0,0,7,4
Yves Saint Laurent,6,lipstick,1,6_1_013.png,0,0,0,7,1,-1,0,22,1,5,-1,0,19,3,8,-1,0,25,0,6,-1,0,16,1,0
Yves Saint Laurent,6,lipstick,1,6_1_014.png,0,0,10,7,1,-1,0,22,1,5,-1,0,19,3,8,-1,0,25,0,6,-1,0,16,1,0
Yves Saint Laurent,6,lipstick,1,6_1_015.png,0,0,10,7,1,-1,0,13,1,3,-1,0,14,0,0,-1,0,24,1,2,-1,0,15,5,9
Yves Saint Laurent,6,lipstick,1,6_1_016.png,0,0,10,7,1,-1,0,22,1,5,-1,0,19,3,8,-1,0,25,0,6,-1,0,16,1,0
Yves Saint Laurent,6,lipstick,1,6_1_017.png,0,0,0,7,1,-1,0,22,1,5,-1,0,19,3,8,-1,0,25,0,6,-1,0,18,2,5
Yves Saint Laurent,6,lipstick,1,6_1_018.png,-1,0,10,7,7,-1,0,20,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,15,5,9
Yves Saint Laurent,6,lipstick,1,6_1_019.png,0,0,10,7,1,-1,0,7,3,6,-1,0,5,4,5,-1,0,26,1,1,-1,0,15,5,8
Yves Saint Laurent,6,lipstick,1,6_1_020.png,0,0,10,7,1,-1,0,20,8,4,-1,0,18,9,6,-1,0,9,7,1,-1,0,19,1,9
Yves Saint Laurent,6,lipstick,1,6_1_021.png,0,0,10,7,1,-1,0,7,3,6,-1,-1,5,4,5,-1,0,26,1,1,-1,0,19,5,9
Yves Saint Laurent,6,lipstick,1,6_1_022.png,-1,0,11,6,6,-1,-1,22,0,5,-1,-1,22,6,3,-1,-1,27,9,7,-1,0,1,0,3
Yves Saint Laurent,6,lipstick,1,6_1_023.png,-1,0,11,6,6,-1,0,23,5,7,-1,-1,20,7,2,-1,0,22,5,9,-1,0,17,0,6
Yves Saint Laurent,6,lipstick,1,6_1_024.png,-1,0,1,2,5,-1,-1,22,0,5,-1,-1,12,6,3,-1,-1,24,8,7,-1,0,0,7,0
Yves Saint Laurent,6,lipstick,1,6_1_025.png,-1,0,14,9,4,-1,-1,2,9,2,-1,-1,22,6,3,-1,-1,2,3,7,-1,0,1,5,0
Yves Saint Laurent,6,lipstick,1,6_1_026.png,-1,0,10,7,1,-1,0,16,8,4,-1,0,5,9,6,-1,0,9,7,1,-1,0,14,7,4
Yves Saint Laurent,6,lipstick,1,6_1_027.png,-1,0,6,8,2,-1,-1,7,6,3,-1,0,13,2,5,-1,0,31,5,0,-1,0,9,4,1
